Identifiant;Geo Point;Marque;Nom
44160002;47.4492,-2.12698;Elan;RELAIS DE BEAULIEU AUTO
44210003;47.12229,-2.11717;Système U;Super U PORNIC OUEST
44560001;47.2835071999,-2.01644260671;Système U;Super U PAIMBOEUF
44570004;47.312222784,-2.20011680566;Avia;SARL AMALLY
44600006;47.262936075,-2.23855624843;Avia;SARL AMALLY
46000007;44.46066,1.42288;Intermarché;INTERMARCHE CAHORS
48200003;44.80696,3.27132;Avia;SARL AUTO SERVICE D'APCHER STATION AVIA
48200005;44.80138,3.27236;Carrefour Market;Carrefour Market
44620002;47.17621,-1.67802;Système U;Hyper U LA MONTAGNE
44800005;47.21128,-1.61435;Super Casino;CASINO HERNA
47000005;44.20616,0.63424;Casino;CASINO SUPERMARCHE
47200009;44.4981361341,0.154850035729;Esso;ESSO MARMANDE
49260002;47.1393,-0.15503;Avia;GUILLON
49290002;47.3476729937,-0.760670534037;Intermarché;INTERMARCHE CHALONNES SUR LOIRE
46100006;44.61014,2.02764;Indépendant sans enseigne;SARL G.A SERVICES
46230003;44.3429242399,1.54244744688;Carrefour Contact;Carrefour Lalbenque
47800002;44.61364,0.36024;Intermarché;INTERMARCHE ST PARDOUX ISAAC
49250001;47.4405667945,-0.194391669579;Intermarché;INTERMARCHE BEAUFORT EN VALLEE
51600003;49.1278672418,4.53569049831;Carrefour Contact;Carrefour Contact
51700003;49.07769,3.64188;Total;RELAIS DE LA MARNE QUARTIERS
52400002;47.95822281,5.75465051617;Avia;RELAIS DES TROIS PROVINCES
50410001;48.91385,-1.19328;Indépendant sans enseigne;Sarl daniel levallois
51340002;48.76896,4.84414;Total;JGL AUTO
51100013;49.22813,4.03775;Total;RELAIS DES CHATILLON
51300012;48.73539,4.59033;Total Access;RELAIS DES MARVIS
51350001;49.216124424,4.05673323806;CORA;CORA CORMONTREUIL
52220001;48.49084,4.77775;Total;GARAGE DHOBIE
50480002;49.403899833,-1.32120183246;Système U;STATION U SUPER U
54600001;48.67308,6.15342;Total;RELAIS AIGUILLETTES
53950001;48.121240341,-0.723168931925;Shopi;SARL LUDIS
54480001;48.5795609334,6.94244926147;Carrefour Contact;CARREFOUR CONTACT
55130002;48.54984,5.48083;Indépendant sans enseigne;STATION JUNKER
56700008;47.81001,-3.26381;Intermarché;INTERMARCHE HENNEBONT
57000014;49.1026,6.16431;Oil France;I.S. INDUSTRIES SERVICES
54121001;48.95068,6.03815;Indépendant sans enseigne;STATION TABAC PRESSE LAMORLETTE
54670001;48.79297,6.1455;Total;MME POGGIO
55320001;49.07735,5.44753;Ecomarché;ECOMARCHE DIEUE / MEUSE
56400006;47.6743,-3.00107;Elan;ETS SAVARY SARL
56850001;47.78527,-3.33195;Elan;GARAGE COURT SAS
56920001;48.067196176,-2.88252990868;Intermarché;INTERMARCHE NOYAL PONTIVY
55200003;48.78951,5.54943;Elan;GARAGE NATIONAL
57415001;48.9978023519,7.32991755217;Intermarché Contact;INTERMARCHE CONTACT
57420002;48.97011,6.29602;Total;GARAGE BECKER
57050003;49.1424109306,6.17247595196;Total;RELAIS ST ELOY
57310001;49.30121,6.18923;Supermarché Match;SUPERMARCHES MATCH  GUENANGE
58180001;46.9985743217,3.10748555285;Carrefour;CARREFOUR NEVERS
58800002;47.25489,3.68314;Weldom;WELDOM CORBIGNY
58220001;47.3699457735,3.12653815367;Intermarché Contact;INTERMARCHE CONTACT DONZY
59113002;50.54839,3.04844;Total Access;RELAIS TOTAL ACCESS EPINETTE
59142001;50.0293595514,3.28622604128;Intermarché;INTERMARCHE
59200002;50.72916,3.13774;Avia;RELAIS DE LA LYS  AVIA  Sarl Dehenry
59310003;50.4587196093,3.28918822912;Carrefour Contact;SARL FOREDIS CARREFOUR CONTACT
57690002;49.0520704871,6.57635670835;Indépendant sans enseigne;STAND 57
58210001;47.35529,3.38553595196;Maximarché;MAXIMARCHE VARZY
58640003;47.00869,3.15225;Total;SARL CROTTET
59150002;50.69685,3.20969;Leclerc;LECLERC WATTRELOS
59450003;50.35662,3.11644;Indépendant sans enseigne;STATION VERTE
57700001;49.33002,6.07954;Simply Market;SIMPLY MARKET HAYANGE
59110001;50.65483,3.06025;Carrefour Market;Carrefour Market
59125003;50.32668,3.4891;Total;DUMEZ
59260003;50.62928,3.10267;Total;SARL DUCONSEIL
59290002;50.65263,3.12615;Esso Express;ESSO DE LA PILATERIE
59490002;50.3481369944,3.28197334524;Intermarché;INTERMARCHE SOMAIN
59540002;50.11164,3.41043;Intermarché;INTERMARCHE CAUDRY
59184001;50.56466,2.89922;Carrefour Contact;SARL SAINGHIN DIS
59510001;50.66067,3.18434;Total;RELAIS TROIS BAUDETS
59541001;50.12623,3.42284;Leclerc;CAUDIS EXPLOITATION
59630001;50.94122202,2.19341264245;Total;STE CBH
60112001;49.48285,2.03809;Total;GARAGE CAMUS
60190002;49.41449,2.64666;Intermarché;INTERMARCHE MOYVILLERS
62180003;50.40879,1.64751;Carrefour Market;Carrefour Market
60000006;49.43016,2.09236;Esso Express;ESSO KENNEDY
60000010;49.44242,2.09287;Intermarché;INTERMARCHE BEAUVAIS       /NORD
62000006;50.28359,2.73823;Leclerc;DAINVILDIS
62118003;50.30025,2.89576;Carrefour Contact;SARL SASHEL
62219001;50.73779,2.27304;Auchan;AUCHAN
60250001;49.30961,2.32697;BP;SEGO
61250001;48.4567383918,0.127058789009;Total;RELAIS DE LA DENTELLE D'ALENCON
62128001;50.2496523595,2.85620766734;Esso;ESSO WANCOURT
63170001;45.7539369761,3.12988239234;Auchan;AUCHAN AUBIERE
63300003;45.8475738454,3.52974168155;Elan;SA THIERS AUTOMOBILES
64110001;43.2856,-0.38328;Total;RELAIS PAU JURANCON STAR
63230002;45.82744,2.85067;Carrefour Market;Carrefour Market
64150004;43.37378,-0.62291;Leclerc;SN MODIS
64800007;43.18918,-0.20965;Système U;SUPER U BENEJACQ
62550001;50.4839113756,2.40352097875;Carrefour Contact;CARREFOUR CONTACT
64400002;43.19072,-0.61765;Total;EOR OLORON STE M GUIRAUD
62270002;50.27748,2.29229;Carrefour Market;Carrefour Market
62600003;50.40747,1.57106;Carrefour Market;Carrefour Market
62980002;50.4891597944,2.72257911057;Simply Market;SIMPLY MARKET
63000008;45.78795,3.05814;Esso Express;ESSO PUY DE DOME
63200004;45.89995,3.11728;Esso Express;ESSO LAYAT
63670001;45.7264135621,3.18861737542;Intermarché;CBP / INTERMARCHE LE CENDRE
63960004;45.67125,3.17219;Carrefour Contact;Carrefour contact
64500004;43.39172,-1.65483;Total;LAMERAIN SAS TOTAL
64220003;43.16862,-1.22795;Intermarché;INTERMARCHE ST JEAN PIED DE PORT
65100004;43.1085,-0.03857;Esso Express;ESSO LOURDES
66380001;42.74876,2.89463;Esso Express;ESSO DE PIA
68000004;48.08941,7.35999;Total Access;RELAIS DES CIGOGNES
67100007;48.57063,7.76397;Avia;AVIA STRASBOURG NEUDORF
67700009;48.762222048,7.36598656943;Avia;SARL FTAM
67452001;48.6516325988,7.72615501692;CORA;HYPERMARCHE  CORA
67500010;48.82907,7.79228;Indépendant sans enseigne;STATION SERVICE STEVAUTO
